conversation_id_str,created_at,favorite_count,full_text,in_reply_to_screen_name,quote_count,reply_count,retweet_count,tweet_url,username,sentiment
1830031832068604263,Sat Aug 31 23:56:03 +0000 2024,0,𝐏𝐫𝐨𝐠𝐫𝐞𝐬 𝐏𝐞𝐦𝐛𝐚𝐧𝐠𝐮𝐧𝐚𝐧 𝐈𝐊𝐍 𝐓𝐚𝐡𝐚𝐩 𝟏 𝐒𝐮𝐝𝐚𝐡 𝐂𝐚𝐩𝐚𝐢 𝟗𝟐 𝐏𝐞𝐫𝐬𝐞𝐧. Malam Minggu Fufufafa Purwokerto malming https://t.co/u0KbY3wQmr,,0,0,1,https://x.com/PejuangBeruk/status/1830031832068604263,PejuangBeruk,neutral
1830031625453027581,Sat Aug 31 23:55:14 +0000 2024,14,Pemerintah berkomitmen untuk menyeletidakrakan Pilkada 2024 sesuai dengan Konstitusi Berkaitan dengan adanya Putusan Mahkamah Konstitusi (MK) mengenai pelaksanaan Pilkada Serentak 2024 Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/P1fJv6Gatq,,2,2,13,https://x.com/m1zon3/status/1830031625453027581,m1zon3,neutral
1830031560722301395,Sat Aug 31 23:54:59 +0000 2024,14,Pemindahan IKN bukan hanya sekedar pemindahan Ibu kota pemerintahan tetapi menjadi bagian dari upaya besar Indonesia untuk melakukan transformasi ekonomi Indonesia dan pemerataan pembangunan. ___ Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/20eEAJmB6x,,2,3,13,https://x.com/Saodah1234/status/1830031560722301395,Saodah1234,neutral
1830031543512997934,Sat Aug 31 23:54:54 +0000 2024,0,Fufufafa ghost account Gibran RKB ternyata oh ternyata,,0,0,0,https://x.com/Beny_Zakaria/status/1830031543512997934,Beny_Zakaria,neutral
1830031533916500297,Sat Aug 31 23:54:52 +0000 2024,0,Tatapan mata kosong mulut tidak banyak bicara itulah org tlol mcam fufufafa,,0,0,0,https://x.com/rinkelbelle/status/1830031533916500297,rinkelbelle,neutral
1829893735053758602,Sat Aug 31 23:54:21 +0000 2024,0,@detikcom Antidaka 11 itu kritik kinerja Biasa saja. Apa komentar @prabowo dan @gerindra kalau ada orang yang komentarnya sangat sampah dan rasis menerang personal seperti komentar #fufufafa yakinlah dapat dari gen bapaknya si Mulyono.,detikcom,0,0,0,https://x.com/sazucywa/status/1830031403150700789,sazucywa,negative
1830021576345207102,Sat Aug 31 23:54:13 +0000 2024,1,@RadenNingrat99 Bahaya banget nih fufufafa,RadenNingrat99,0,0,0,https://x.com/liaasister/status/1830031371160424557,liaasister,neutral
1830031366043607136,Sat Aug 31 23:54:12 +0000 2024,0,Klo prbw diundang podcast pandji cb tanyain beliau tau fufufafa tidak,,0,0,0,https://x.com/everynay6/status/1830031366043607136,everynay6,neutral
1829898579793637581,Sat Aug 31 23:53:25 +0000 2024,3,@liaasister Melas sama presiden terpilih untuk menitipkan si @Fufufafa supaya jangan di apa apain atas segala dosa yang di perbuat dan dosa dosa yang diperbuat oleh orang tuanya,liaasister,0,0,1,https://x.com/AmirKha54239293/status/1830031167275614606,AmirKha54239293,neutral
1829893735053758602,Sat Aug 31 23:53:02 +0000 2024,0,@detikcom Pak @prabowo anda dapet salam dan nilai bagus dari fufufafa,detikcom,0,0,0,https://x.com/surya_izrul/status/1830031073381925017,surya_izrul,negative
1829742956829688306,Sat Aug 31 23:52:53 +0000 2024,1,@AndrewsTjan Jadi Hoax bukan kalau fufufafa itu gibran? tidak usah muter-muter jawab dl yang ini https://t.co/2zMmPFJh6G,AndrewsTjan,0,0,1,https://x.com/daindra/status/1830031035289256100,daindra,neutral
1829308092565340526,Sat Aug 31 23:50:43 +0000 2024,0,@xdkailash @timpenguinnas @ARSIPAJA @prabowo Nilai 11/10 cuma nyerang performa tapi bacotan fufufafa ini menyerang personal ,xdkailash,0,0,0,https://x.com/ZjdkdjA/status/1830030489325093295,ZjdkdjA,negative
1830030295133012295,Sat Aug 31 23:49:57 +0000 2024,1,Berarti benar fufufafa milik Gibran.. ,,0,1,0,https://x.com/CVNKJL/status/1830030295133012295,CVNKJL,neutral
1829867240239575221,Sat Aug 31 23:49:43 +0000 2024,2,@fortisfortuna_9 @kafiradikalis @prabowo lu fufufafa ya?,fortisfortuna_9,0,0,1,https://x.com/umbisingkong/status/1830030237884932550,umbisingkong,neutral
1830029915967906188,Sat Aug 31 23:48:26 +0000 2024,0,Malam Minggu Kaka Boss Fufufafa EH KOCAK Pertalite PAHAM LU #MimpiIndah #RIIZINGDAYinJakarta https://t.co/9jZCZAgLhU,,0,0,0,https://x.com/MHTGLLL125/status/1830029915967906188,MHTGLLL125,neutral
1829431726701228452,Sat Aug 31 23:47:30 +0000 2024,2,@Didikjzie @asboediono_id @Uki23 @prabowo @Gerindra Blom lagi si #fufufafa,Didikjzie,0,0,0,https://x.com/Andi_Rubby/status/1830029677601439987,Andi_Rubby,neutral
1829874466798911817,Sat Aug 31 23:46:33 +0000 2024,82,@liaasister Fufufafa itu sejenis anaknya tokek ya.. Berarti bapaknya sejenis biawak,liaasister,1,6,3,https://x.com/AmirKha54239293/status/1830029441566982386,AmirKha54239293,neutral
1830027378443370904,Sat Aug 31 23:38:21 +0000 2024,18,Selamat Pagi FufuFafa https://t.co/UfCO3QHgch,,0,5,7,https://x.com/_doncorleone78/status/1830027378443370904,_doncorleone78,positive
1829893735053758602,Sat Aug 31 23:36:45 +0000 2024,0,@selaluintrovert @PasTIGAma2024 @detikcom TUHAN TELAH MENETAPKAN FUFUFAFA SEBAGAI PEMENANG CAWAPRES 2024 APAKAH MENCERMINKAN FUFUFAFA.,selaluintrovert,0,1,0,https://x.com/MPrimbon/status/1830026971939815588,MPrimbon,neutral
1830026966516515100,Sat Aug 31 23:36:43 +0000 2024,2,Cuy prabowo aja udah bisa ngambil wakil si fufufafa aka raka gnarly bin MULYONO yang udah jelas2 ngata2in dia tentara pecatan ga berb1ji anaknya h0mo dll dan lu masih ngirim menfess pake narasi so 2017ish kek gini? Wkwkkw Sekarang paham kan kenapa mantan gub RESIDIVIS lo itu ga,,0,0,1,https://x.com/DennySeggssegar/status/1830026966516515100,DennySeggssegar,positive
1829893735053758602,Sat Aug 31 23:36:03 +0000 2024,0,@detikcom Fufufafa lebih2 ... Gimana gtu,detikcom,0,0,0,https://x.com/suluh_yw/status/1830026799520305189,suluh_yw,neutral
1830026719820165223,Sat Aug 31 23:35:44 +0000 2024,0,Terlepas dari kebingungan gua tp emang seru sih ngikutin keseruan Kaskus fufufafa ini wkwk,,0,0,0,https://x.com/isurvivedwohoo/status/1830026719820165223,isurvivedwohoo,neutral
1830026529327497540,Sat Aug 31 23:34:59 +0000 2024,0,PDIP sdh dilepeh n dipunggungi penguasa namun masih tetap menampakkan sisi antidakuhnya n ketdkpeduliannya dgn mengusung Cagub DKI yang BUKAN warga Jkt paling inginkan. Silakan menetapi kekeraskepalaanmu PDIP. Rakyat akan menandai n slalu mengingatnya... [Pertalite Fufufafa Ormas],,0,0,0,https://x.com/kelapamuda80/status/1830026529327497540,kelapamuda80,neutral
1829602387943964741,Sat Aug 31 23:34:44 +0000 2024,0,@KompasTV Lebih bahaya tuh orang disamping anda hinaannya gila bilang homo dsb ..biadab....fufufafa,KompasTV,0,0,0,https://x.com/ayahnyaalifa/status/1830026466354139478,ayahnyaalifa,neutral
1830026151701725334,Sat Aug 31 23:33:29 +0000 2024,16,Pembngunan IKN Nusantara bukan semata² memindahkan fisik ibu kota kantor² pemerintahan namun membangun lokomotif baru untuk transformasi Indonesia yang berbasis inovasi dan berbasis teknologi dan green economy. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/0kgtDuSfSO,,2,4,13,https://x.com/rasa2086/status/1830026151701725334,rasa2086,neutral
1830025588834435204,Sat Aug 31 23:31:15 +0000 2024,0,Malam Minggu #ARSBHA Fufufafa EH KOCAK Tidur #SekaliLagi Purwokerto #MimpiIndah #RIIZINGDAYinJakarta Haaland https://t.co/QqfwU4ZmrY,,0,0,0,https://x.com/PASAL4DD/status/1830025588834435204,PASAL4DD,neutral
1830025548187439238,Sat Aug 31 23:31:05 +0000 2024,2,Ini perasaan saya aja tapi nama pengguna fufufafa itu cukup umum dan random sehitidak kalau memang merujuk satu orang di berbagai platform itu kemuntidakinannya kecil.,,0,1,3,https://x.com/rmdn_hani/status/1830025548187439238,rmdn_hani,neutral
1829863045147066659,Sat Aug 31 23:29:38 +0000 2024,0,@Gerindra Min Majikan kamu di hina bocil Fufufafa,Gerindra,0,0,0,https://x.com/TerminalThor/status/1830025181223624935,TerminalThor,neutral
1830025069114114132,Sat Aug 31 23:29:11 +0000 2024,16,Pembangunan Ibu Kota Negara (IKN) Nusantara merupakan upaya pemerintah untuk mengusung pembangunan ekonomi yang inklusif dengan menyebarluaskan magnet pertumbuhan ekonomi baru. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/WYCPTBv2nz,,3,3,13,https://x.com/rasa2086/status/1830025069114114132,rasa2086,neutral
1830024931322839464,Sat Aug 31 23:28:38 +0000 2024,19,Jangan pernah abai.... Bahwa satu kebaikanmu bahkan 1 kejahatanmu akan terus diingat oleh orang yang merasakannya sepanjang hidupnya ---- Pertalite Fufufafa Jepang Ahok #NasehatDiri https://t.co/onXfgbFRrp,,0,2,7,https://x.com/_riverheaven/status/1830024931322839464,_riverheaven,neutral
1829903482947854642,Sat Aug 31 23:28:30 +0000 2024,0,@meongosaurus selamat pagi fufufafa,meongosaurus,0,0,0,https://x.com/huusssnnnniiiii/status/1830024897277653356,huusssnnnniiiii,positive
1829682463418814636,Sat Aug 31 23:28:21 +0000 2024,0,@benaradil Come on om @prabowo tanganku udah getel nih pengen ikut nempeleng @gibran_tweet biar tambah miring tuh kepalanya... salam fufufafa dari pantai indah koplo...,benaradil,0,0,0,https://x.com/greydeka/status/1830024858849460566,greydeka,neutral
1830024652154159170,Sat Aug 31 23:27:31 +0000 2024,12,Menhub Budi Karya Sumadi mengatakan bahwa Bandara IKN Nusantara tidak hanya akan melayani tamu penting atau very very important person (VVIP) tetapi jg masyarakat umum dan dpt didarati oleh pesawat berbadan besar. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/LsoLhjlAiA,,3,2,11,https://x.com/Hansunriko/status/1830024652154159170,Hansunriko,neutral
1830024568960131270,Sat Aug 31 23:27:12 +0000 2024,12,Pemindahan pusat pemerintahan ke IKN di Kalimantan Timur tak hanya memindahkan lokasi dan perantidakatnya melainkan menjadi simbol lompatan untuk transformasi bangsa Indonesa menjadi lebih maju. __ Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/oZ10bV5KVd,,2,3,11,https://x.com/Hansunriko/status/1830024568960131270,Hansunriko,neutral
1830023623861813706,Sat Aug 31 23:23:26 +0000 2024,0,Fufufafa tai wkwkwkk metidakmbarkan kepribadian dia bgt emang,,0,0,0,https://x.com/syamurai__/status/1830023623861813706,syamurai__,neutral
1830023578068357536,Sat Aug 31 23:23:15 +0000 2024,0,Kira-kira Fufufafa lek ketemu pak Wowo malu ga ya?,,0,0,0,https://x.com/halaouw/status/1830023578068357536,halaouw,neutral
1830023561622462735,Sat Aug 31 23:23:11 +0000 2024,7979,Premis 1: Fufufafa (p) → mentidaklaim dia Raka Gnarly (q) Premis 2: Raka Gnarly (q) → lumayan terbukti itu Gibran (r) Maka dapat ditulis p → q q → r _______ p → r Kesimpulan Fufufafa terbukti itu Gibran,,463,205,978,https://x.com/erenunair/status/1830023561622462735,erenunair,neutral
1830021707257823402,Sat Aug 31 23:22:43 +0000 2024,0,@tvOneNews 2 badut berhala semalem saling menjilat ada ramalan sampai perklenikan juga...2030 indonesia bubar... salam fufufafa dari pantai indah koplo...,tvOneNews,0,0,0,https://x.com/greydeka/status/1830023441157931415,greydeka,neutral
1829922016859996613,Sat Aug 31 23:22:28 +0000 2024,22,@psi_id Ketum instan @kaesangp anak @jokowi kok ngumpet adiknya @gibran_tweet itu dapat salam #fufufafa pak @prabowo gass https://t.co/c7dcUNb9BD,psi_id,0,5,7,https://x.com/SaveJancuk/status/1830023378276872441,SaveJancuk,neutral
1830022078806024683,Sat Aug 31 23:17:18 +0000 2024,14,IKN Sbg ibu kota tentu disesuaikan dg climate change / perubahan iklim semua sarana prasarana yang dibangun didalamnya tlh disesuaikan dg kebutuhannya dalam mencegah kemuntidakinan saat proses perubahan iklim terjadi. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/xA39OgibzW,,0,3,14,https://x.com/_seoulrabaya/status/1830022078806024683,_seoulrabaya,negative
1830022056018346239,Sat Aug 31 23:17:12 +0000 2024,16,Agar bandara itu lebih maksimal pada jumlah pergerakannya dan untuk menambah jumlah pergerakan itu tidak terbatas untuk kepentingan VVIP daja. Masyarakat umum pun bisa merasakan Bandara IKN. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/emc6SZsqtV,,2,3,13,https://x.com/_seoulrabaya/status/1830022056018346239,_seoulrabaya,positive
1829451692326137895,Sat Aug 31 23:16:59 +0000 2024,0,@READBUKU Fufufafa kak,READBUKU,0,0,0,https://x.com/pastibisaaa_/status/1830021999328190769,pastibisaaa_,neutral
1829816097698455635,Sat Aug 31 23:16:54 +0000 2024,0,@lescorts__ kalo begini buzzernya gimana counternya? tapi kalo ada buzzernya berarti ketauan banget ini kalo dia emang si fufufafa,lescorts__,0,0,0,https://x.com/kentangsbeing/status/1830021980172796215,kentangsbeing,neutral
1829868900701655328,Sat Aug 31 23:16:52 +0000 2024,0,@_mardial_ Andrew Darwis Pendiri Kaskus Untidakap Alasan Sulit Lacak Identitas Pemilik Akun Lawas Fufufafa https://t.co/vVhDgzIsn2,_mardial_,0,0,0,https://x.com/hengponjaduul/status/1830021970660114640,hengponjaduul,neutral
1830021896995553563,Sat Aug 31 23:16:35 +0000 2024,0,Pagi-pagi kaget yang trending apa ini fufufafa-rkgbrn ,,0,0,0,https://x.com/SinchanTypo/status/1830021896995553563,SinchanTypo,neutral
1830021892658643176,Sat Aug 31 23:16:34 +0000 2024,0,Selamat pagi pak MULYONO dan mas FUFUFAFA . semoga modolnya seret.,,0,0,0,https://x.com/siabay/status/1830021892658643176,siabay,positive
1830021599170609649,Sat Aug 31 23:15:24 +0000 2024,1,Takut banget kalo beneran ni akun si fufufafa. Cabul bgt otaknya ,,0,0,0,https://x.com/Tiaratweet1/status/1830021599170609649,Tiaratweet1,neutral
1829893735053758602,Sat Aug 31 23:15:19 +0000 2024,6,@MPrimbon @PasTIGAma2024 @detikcom Pemimpin itu cerminan rakyatnya kalo fufufafa jd pemimpin yaa artinya mayoritas masyarakatnya kualitasnya sama spt fufufafa.,MPrimbon,0,1,0,https://x.com/selaluintrovert/status/1830021581525172466,selaluintrovert,neutral
1830021512843444445,Sat Aug 31 23:15:03 +0000 2024,0,BARBAR77 situs slot online dengan kemenangan paling brutal!!! Di BARBAR77 RTP-nya 99% Akurat Info JP-nya Barbar WD-nya BRUTAL!!! Yang mau jadi crazy rich brutal langsung aja daftar &amp; main di BARBAR77!!! https://t.co/9fRZw3CXkh #MimpiIndah #SekaliLagi #Fufufafa https://t.co/dW4jCQGrU8,,0,0,0,https://x.com/barbar77ultra/status/1830021512843444445,barbar77ultra,neutral
1830021388079677453,Sat Aug 31 23:14:33 +0000 2024,0,gue penasaran bgt sama yang pertama kali nemu akun kaskus fufufafa secara kan itu udah berapa tahun yang lalu ko bisa aja nemu ,,0,0,0,https://x.com/hirukahere/status/1830021388079677453,hirukahere,positive
1829905250507211172,Sat Aug 31 23:13:03 +0000 2024,0,@are_inismyname @Ndons_Back @Bank_Joee_ @BANGSAyangSUJUD @IrawanRommi @DarekaRendy @Kimberley_PS08 @99propaganda @florieliciouss @AndreasSolusi @zy_zy_lestary Kata bowo ramalannya kebanyakan bener so 2030 negeri ini akan bubar... salam fufufafa dari pantai indah koplo...,are_inismyname,0,0,0,https://x.com/greydeka/status/1830021011246629210,greydeka,neutral
1829813882866585797,Sat Aug 31 23:10:45 +0000 2024,0,@democrazymedia Percaya dah bentar lg ada berita ngabarin : breaking news! Pemilik akun fufufafa yang menghina presiden terpilih ditantidakap oleh isilop! titidakl cari kambing hitam ajaaa ,democrazymedia,0,0,0,https://x.com/sheilaaziza_/status/1830020429031096454,sheilaaziza_,negative
1830020231475134971,Sat Aug 31 23:09:57 +0000 2024,695,Sosok Gubernur Jabar yang akan menjadi Gubernur DKI. Dayeuh Kolot terendam banjir hitidak 2 bulan? Tapi akan sulap Jakarta Utara serupa Dubai. keren kan?? ---- Pertalite Fufufafa Jepang Ahok https://t.co/PrEQncfcc6 https://t.co/E5yvzYlUJN,,11,78,307,https://x.com/_riverheaven/status/1830020231475134971,_riverheaven,positive
1830020078265647140,Sat Aug 31 23:09:21 +0000 2024,0,CARI TAMBAHAN CUAN DI AKHIR BULAN SLOT GACOR DEPOSIT 10RB SUDAH BISA UNTUNG Langsung JOIN di https://t.co/HUQ3wbtQ2Y Malam Minggu Kaka Boss Tidur #MimpiIndah fufufafa EH KOCAK https://t.co/CMhkeESifU,,0,0,0,https://x.com/kobe4dofficial/status/1830020078265647140,kobe4dofficial,positive
1829780429790199904,Sat Aug 31 23:08:46 +0000 2024,0,@idwiki Kalo fufufafa apa y,idwiki,0,0,0,https://x.com/impact0rr/status/1830019932089958406,impact0rr,neutral
1830016180498940117,Sat Aug 31 22:53:52 +0000 2024,0,Fufufafa Tugas anda mepet? Jokiwi aja solusinya JOKIWI SELALU ADA DI SETIAP DEADLINE! #mahasiswa #jokitugas #jokitugasmurah #mahasiswamalang #kuliah #jokikuliah https://t.co/sffmbFbBgG,,0,0,0,https://x.com/_jokiwi/status/1830016180498940117,_jokiwi,neutral
1829906695902118179,Sat Aug 31 22:53:50 +0000 2024,1,@Bud_Cavalera @Ndons_Back Kalau fufufafa tidak menyakitkan ya ,Bud_Cavalera,0,0,0,https://x.com/freepicknava1/status/1830016173624512966,freepicknava1,neutral
1830016019718434914,Sat Aug 31 22:53:13 +0000 2024,3,Fufufafa adalah terpecah,,0,0,0,https://x.com/kaulikana/status/1830016019718434914,kaulikana,neutral
1829821493020410273,Sat Aug 31 22:52:58 +0000 2024,0,@zarryhendrik Fufufafa diangetin lagi biar Babe tahu,zarryhendrik,0,0,0,https://x.com/12dmmq983/status/1830015957491990740,12dmmq983,neutral
1830015842110882175,Sat Aug 31 22:52:31 +0000 2024,3,akun fufufafa di app selain kaskus belum tentu punya gibran kan?,,0,1,0,https://x.com/divinyujin/status/1830015842110882175,divinyujin,neutral
1830015710439023042,Sat Aug 31 22:52:00 +0000 2024,1,Urusan kaskus fufufafa ini sudah trending berhari hari. Uniknya tdk ada media besar yang berani bahas apalagi investigasi. Yg sodorin bukti lumayan banyak. Yang diantidakat fokusnya ke pa @prabowo . Wàlaupun yang dibahas fufufafa ini banyak.,,0,2,0,https://x.com/opastas/status/1830015710439023042,opastas,neutral
1830015554796863935,Sat Aug 31 22:51:22 +0000 2024,0,@prabowo @ListyoSigitP Ijin pak.. Cuitan fufufafa ini kategori hate speech loohhhh... Pejuang green peace Indonesia aja d penjara pak,prabowo,0,0,0,https://x.com/ARachma78/status/1830015554796863935,ARachma78,negative
1830015338148479120,Sat Aug 31 22:50:31 +0000 2024,0,WTS WTB JUAL BELI APP PREMIUM MURAH FULL GARANSI IQIYI PRIME VIDEO VIDIO ALIGHT MOTION CAPCUT CANVA PICSART NETFLIX YOUTUBE DISNEY VIU WETV : https://t.co/xZxOyQ7xvz t. malem minggu weekend pagi fufufafa ritsuki kaskus diponegoro #zonauang https://t.co/DSIQ5Nn6qy,,0,0,0,https://x.com/bedebahp/status/1830015338148479120,bedebahp,neutral
1829864408245551500,Sat Aug 31 22:49:27 +0000 2024,1,@BosPurwa Trus janji yang ini pegimane...??? #SamsulNarkoboy #fufufafa https://t.co/XnCx9WUMik,BosPurwa,0,3,0,https://x.com/0parazkaX/status/1830015070761599201,0parazkaX,neutral
1829821493020410273,Sat Aug 31 22:49:23 +0000 2024,0,@zarryhendrik Atiati pak prabs ama fufufafa️,zarryhendrik,0,0,0,https://x.com/EkoApan/status/1830015052650541525,EkoApan,neutral
1829861031512084792,Sat Aug 31 22:48:29 +0000 2024,0,@AirinDatangLagi ngikutin jejak kakaknya maenan fufufafa di pantai indah koplo...,AirinDatangLagi,0,0,0,https://x.com/greydeka/status/1830014827617726473,greydeka,neutral
1829902810554704223,Sat Aug 31 22:46:53 +0000 2024,0,@Heraloebss Bukti kalo pinokio itu master mind dirty mind dirty hand dari semua kegaduhan republik ini...dan itu akan dilanjutkan oleh si gendut ... salam fufufafa dari pantai indah koplo...,Heraloebss,0,0,0,https://x.com/greydeka/status/1830014423530160627,greydeka,neutral
1830002766837887259,Sat Aug 31 22:46:17 +0000 2024,0,@cnbcindonesia Pak jangan dendaman ya pak. Biarin saja si Fufufafa menghina bapak dan anak bapak yang sabar,cnbcindonesia,0,0,0,https://x.com/rebo_kliwon/status/1830014273546043816,rebo_kliwon,neutral
1829770084459692334,Sat Aug 31 22:44:41 +0000 2024,0,@AndrewsTjan Fufufafa ga tuhh,AndrewsTjan,0,0,0,https://x.com/AlexHutaur90445/status/1830013872243425438,AlexHutaur90445,neutral
1830013676696584305,Sat Aug 31 22:43:55 +0000 2024,0,Agar tetap berhati-hati dan terus berdoa #Fufufafa https://t.co/DfhRVU1FcA,,0,0,0,https://x.com/DoniRamdan77425/status/1830013676696584305,DoniRamdan77425,neutral
1830013111627366472,Sat Aug 31 22:41:40 +0000 2024,0,rkgbrn/fufufafa belum dilantik aja udah rame gini. Bayantidakan betapa beratnya kepemimpinan beliau dan situasi politik 5 tahun ke depan. Sy sih berharap Prabs sadar wakilnya org aneh. perkarakan aja beres hehehe. Toh bibit2 perpecahan dgn bapaknya mulai ada.,,0,0,0,https://x.com/riopalee/status/1830013111627366472,riopalee,neutral
1830012978990874905,Sat Aug 31 22:41:08 +0000 2024,0,semoga fufufafa nyampe telinganya prabowo mau dibilang tidak percaya itu faker kalo dalemnya busuk gitu suka ngatain yang etidak etidak pasti kelauan rl nya 11-12 lambat laun akan terlihat ,,0,0,0,https://x.com/aengegei/status/1830012978990874905,aengegei,neutral
1829890423143436622,Sat Aug 31 22:40:54 +0000 2024,7,@BudiBukanIntel Baru tau ini web dan baca2. Anjir wawasan fufufafa ini luas bener dah. Hahaha,BudiBukanIntel,0,0,1,https://x.com/astg2045/status/1830012917431066929,astg2045,neutral
